STATISTIC,STATISTIC Label,TLIST(A1),Year,Town,C02172V02618,Type of Vehicle Registration,C01841V02268,Type of Fuel,UNIT,VALUE
TEA17,New Vehicles Licensed for the First Time,2023,2023,,-,All Vehicles,-,All fuel types,Number,159778
TEA17,New Vehicles Licensed for the First Time,2023,2023,,-,All Vehicles,1,Petrol,Number,43287
TEA17,New Vehicles Licensed for the First Time,2023,2023,,-,All Vehicles,2,Diesel,Number,60525
TEA17,New Vehicles Licensed for the First Time,2023,2023,,-,All Vehicles,3,Other fuel types,Number,30
TEA17,New Vehicles Licensed for the First Time,2023,2023,,-,All Vehicles,4,Petrol and electric hybrid,Number,19382
TEA17,New Vehicles Licensed for the First Time,2023,2023,,-,All Vehicles,7,Petrol or Diesel plug-in hybrid electric,Number,10348
TEA17,New Vehicles Licensed for the First Time,2023,2023,,-,All Vehicles,9,Diesel and electric hybrid,Number,2444
TEA17,New Vehicles Licensed for the First Time,2023,2023,,011,New Private Cars,-,All fuel types,Number,117424
TEA17,New Vehicles Licensed for the First Time,2023,2023,,011,New Private Cars,1,Petrol,Number,38746
TEA17,New Vehicles Licensed for the First Time,2023,2023,,011,New Private Cars,2,Diesel,Number,25938
TEA17,New Vehicles Licensed for the First Time,2023,2023,,011,New Private Cars,3,Other fuel types,Number,5
TEA17,New Vehicles Licensed for the First Time,2023,2023,,011,New Private Cars,4,Petrol and electric hybrid,Number,18026
TEA17,New Vehicles Licensed for the First Time,2023,2023,,011,New Private Cars,7,Petrol or Diesel plug-in hybrid electric,Number,9972
TEA17,New Vehicles Licensed for the First Time,2023,2023,,011,New Private Cars,9,Diesel and electric hybrid,Number,2244
TEA17,New Vehicles Licensed for the First Time,2023,2023,,012,New Goods Vehicles,-,All fuel types,Number,29038
TEA17,New Vehicles Licensed for the First Time,2023,2023,,012,New Goods Vehicles,1,Petrol,Number,191
TEA17,New Vehicles Licensed for the First Time,2023,2023,,012,New Goods Vehicles,2,Diesel,Number,27986
TEA17,New Vehicles Licensed for the First Time,2023,2023,,012,New Goods Vehicles,3,Other fuel types,Number,24
TEA17,New Vehicles Licensed for the First Time,2023,2023,,012,New Goods Vehicles,4,Petrol and electric hybrid,Number,40
TEA17,New Vehicles Licensed for the First Time,2023,2023,,012,New Goods Vehicles,7,Petrol or Diesel plug-in hybrid electric,Number,31
TEA17,New Vehicles Licensed for the First Time,2023,2023,,012,New Goods Vehicles,9,Diesel and electric hybrid,Number,32
TEA17,New Vehicles Licensed for the First Time,2023,2023,,013,New Tractors,-,All fuel types,Number,2310
TEA17,New Vehicles Licensed for the First Time,2023,2023,,013,New Tractors,1,Petrol,Number,76
TEA17,New Vehicles Licensed for the First Time,2023,2023,,013,New Tractors,2,Diesel,Number,2232
TEA17,New Vehicles Licensed for the First Time,2023,2023,,013,New Tractors,3,Other fuel types,Number,0
TEA17,New Vehicles Licensed for the First Time,2023,2023,,013,New Tractors,4,Petrol and electric hybrid,Number,0
TEA17,New Vehicles Licensed for the First Time,2023,2023,,013,New Tractors,7,Petrol or Diesel plug-in hybrid electric,Number,0
TEA17,New Vehicles Licensed for the First Time,2023,2023,,013,New Tractors,9,Diesel and electric hybrid,Number,0
TEA17,New Vehicles Licensed for the First Time,2023,2023,,014,New Motor Cycles,-,All fuel types,Number,2932
TEA17,New Vehicles Licensed for the First Time,2023,2023,,014,New Motor Cycles,1,Petrol,Number,2862
TEA17,New Vehicles Licensed for the First Time,2023,2023,,014,New Motor Cycles,2,Diesel,Number,0
TEA17,New Vehicles Licensed for the First Time,2023,2023,,014,New Motor Cycles,3,Other fuel types,Number,0
TEA17,New Vehicles Licensed for the First Time,2023,2023,,014,New Motor Cycles,4,Petrol and electric hybrid,Number,0
TEA17,New Vehicles Licensed for the First Time,2023,2023,,014,New Motor Cycles,7,Petrol or Diesel plug-in hybrid electric,Number,0
TEA17,New Vehicles Licensed for the First Time,2023,2023,,014,New Motor Cycles,9,Diesel and electric hybrid,Number,0
TEA17,New Vehicles Licensed for the First Time,2023,2023,,015,New Exempt Vehicles,-,All fuel types,Number,6225
TEA17,New Vehicles Licensed for the First Time,2023,2023,,015,New Exempt Vehicles,1,Petrol,Number,1406
TEA17,New Vehicles Licensed for the First Time,2023,2023,,015,New Exempt Vehicles,2,Diesel,Number,2685
TEA17,New Vehicles Licensed for the First Time,2023,2023,,015,New Exempt Vehicles,3,Other fuel types,Number,0
TEA17,New Vehicles Licensed for the First Time,2023,2023,,015,New Exempt Vehicles,4,Petrol and electric hybrid,Number,1270
TEA17,New Vehicles Licensed for the First Time,2023,2023,,015,New Exempt Vehicles,7,Petrol or Diesel plug-in hybrid electric,Number,335
TEA17,New Vehicles Licensed for the First Time,2023,2023,,015,New Exempt Vehicles,9,Diesel and electric hybrid,Number,157
TEA17,New Vehicles Licensed for the First Time,2023,2023,,01601,New Public Service Vehicles,-,All fuel types,Number,760
TEA17,New Vehicles Licensed for the First Time,2023,2023,,01601,New Public Service Vehicles,1,Petrol,Number,2
TEA17,New Vehicles Licensed for the First Time,2023,2023,,01601,New Public Service Vehicles,2,Diesel,Number,615
TEA17,New Vehicles Licensed for the First Time,2023,2023,,01601,New Public Service Vehicles,3,Other fuel types,Number,0
TEA17,New Vehicles Licensed for the First Time,2023,2023,,01601,New Public Service Vehicles,4,Petrol and electric hybrid,Number,45
TEA17,New Vehicles Licensed for the First Time,2023,2023,,01601,New Public Service Vehicles,7,Petrol or Diesel plug-in hybrid electric,Number,9
TEA17,New Vehicles Licensed for the First Time,2023,2023,,01601,New Public Service Vehicles,9,Diesel and electric hybrid,Number,7
TEA17,New Vehicles Licensed for the First Time,2023,2023,,016011,New Small Public Service Vehicles,-,All fuel types,Number,366
TEA17,New Vehicles Licensed for the First Time,2023,2023,,016011,New Small Public Service Vehicles,1,Petrol,Number,2
TEA17,New Vehicles Licensed for the First Time,2023,2023,,016011,New Small Public Service Vehicles,2,Diesel,Number,263
TEA17,New Vehicles Licensed for the First Time,2023,2023,,016011,New Small Public Service Vehicles,3,Other fuel types,Number,0
TEA17,New Vehicles Licensed for the First Time,2023,2023,,016011,New Small Public Service Vehicles,4,Petrol and electric hybrid,Number,45
TEA17,New Vehicles Licensed for the First Time,2023,2023,,016011,New Small Public Service Vehicles,7,Petrol or Diesel plug-in hybrid electric,Number,9
TEA17,New Vehicles Licensed for the First Time,2023,2023,,016011,New Small Public Service Vehicles,9,Diesel and electric hybrid,Number,5
TEA17,New Vehicles Licensed for the First Time,2023,2023,,016012,New Large Public Service Vehicles,-,All fuel types,Number,394
TEA17,New Vehicles Licensed for the First Time,2023,2023,,016012,New Large Public Service Vehicles,1,Petrol,Number,0
TEA17,New Vehicles Licensed for the First Time,2023,2023,,016012,New Large Public Service Vehicles,2,Diesel,Number,352
TEA17,New Vehicles Licensed for the First Time,2023,2023,,016012,New Large Public Service Vehicles,3,Other fuel types,Number,0
TEA17,New Vehicles Licensed for the First Time,2023,2023,,016012,New Large Public Service Vehicles,4,Petrol and electric hybrid,Number,0
TEA17,New Vehicles Licensed for the First Time,2023,2023,,016012,New Large Public Service Vehicles,7,Petrol or Diesel plug-in hybrid electric,Number,0
TEA17,New Vehicles Licensed for the First Time,2023,2023,,016012,New Large Public Service Vehicles,9,Diesel and electric hybrid,Number,2
TEA17,New Vehicles Licensed for the First Time,2023,2023,,01604,New Machines or Contrivances,-,All fuel types,Number,645
TEA17,New Vehicles Licensed for the First Time,2023,2023,,01604,New Machines or Contrivances,1,Petrol,Number,1
TEA17,New Vehicles Licensed for the First Time,2023,2023,,01604,New Machines or Contrivances,2,Diesel,Number,638
TEA17,New Vehicles Licensed for the First Time,2023,2023,,01604,New Machines or Contrivances,3,Other fuel types,Number,1
TEA17,New Vehicles Licensed for the First Time,2023,2023,,01604,New Machines or Contrivances,4,Petrol and electric hybrid,Number,0
TEA17,New Vehicles Licensed for the First Time,2023,2023,,01604,New Machines or Contrivances,7,Petrol or Diesel plug-in hybrid electric,Number,0
TEA17,New Vehicles Licensed for the First Time,2023,2023,,01604,New Machines or Contrivances,9,Diesel and electric hybrid,Number,0
TEA17,New Vehicles Licensed for the First Time,2023,2023,,01605,Other Classes New Other Vehicles,-,All fuel types,Number,444
TEA17,New Vehicles Licensed for the First Time,2023,2023,,01605,Other Classes New Other Vehicles,1,Petrol,Number,3
TEA17,New Vehicles Licensed for the First Time,2023,2023,,01605,Other Classes New Other Vehicles,2,Diesel,Number,431
TEA17,New Vehicles Licensed for the First Time,2023,2023,,01605,Other Classes New Other Vehicles,3,Other fuel types,Number,0
TEA17,New Vehicles Licensed for the First Time,2023,2023,,01605,Other Classes New Other Vehicles,4,Petrol and electric hybrid,Number,1
TEA17,New Vehicles Licensed for the First Time,2023,2023,,01605,Other Classes New Other Vehicles,7,Petrol or Diesel plug-in hybrid electric,Number,1
TEA17,New Vehicles Licensed for the First Time,2023,2023,,01605,Other Classes New Other Vehicles,9,Diesel and electric hybrid,Number,4
